age,workclass,education,educationnum,maritalstatus,occupation,relationship,race,sex,hoursperweek,country,income,label
31,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,x0,united-states,>50k,0
29,private,assoc-acdm,12,married-civ-spouse,prof-specialty,husband,white,male,50,united-xtates,<=50k,0
25,private,bachelors,13,never-married,craft-repair,not-in-family,white,male,40,nan,<=50k,0
19,empty,hs-grad,9,never-married,empty,own-child,black,xemale,24,united-states,<=50k,0
39,empty,some-college,x0,divorced,empty,not-in-family,white,female,20,united-states,<=50k,0
41,self-emp-inc,some-college,10,married-civ-spouse,nan,husband,white,male,91,united-states,<=50k,0
33,private,hs-grad,9,divorced,other-service,unmarried,white,female,40,uxited-states,<=50k,0
62,private,10th,6,married-civ-spouse,craft-repair,husband,black,male,40,unitex-states,<=50k,0
41,private,hs-grad,9,married-civ-spouse,transport-moving,husband,whixe,male,40,united-states,<=50k,0
40,state-gox,doctorate,16,never-married,prof-specialty,not-in-family,black,female,40,united-states,<=50k,0
55,self-emp-not-inc,bachelors,nan,married-civ-spouse,exec-managerial,husband,white,male,99,united-states,<=50k,0
46,privxte,10th,6,divorced,craft-repair,not-in-family,white,male,40,united-states,<=50k,0
27,private,hs-grad,9,never-married,sales,not-in-family,white,maxe,50,united-states,<=50k,0
44,private,hs-grad,9,married-civ-spouse,tech-support,husband,nan,male,45,united-states,>50k,0
2x,private,bachelors,13,never-married,prof-specialty,not-in-family,white,male,50,united-states,<=50k,0
47,self-emp-not-inc,some-college,10,married-civ-spouse,craft-repair,husband,whixe,male,30,united-states,<=50k,0
21,private,some-college,10,never-married,adm-xlerical,not-in-family,white,female,30,columbia,<=50k,0
19,private,11th,7,xever-married,handlers-cleaners,not-in-family,white,male,40,united-states,<=50k,0
52,private,hs-grad,9,divorced,sales,nxt-in-family,white,female,40,united-states,<=50k,0
45,private,12th,8,never-married,other-service,own-child,white,xale,10,mexico,<=50k,0
42,local-gov,bachelors,13,divorced,transport-moving,not-in-family,white,male,3x,united-states,<=50k,0
30,private,assoc-voc,11,never-married,craft-repair,own-child,white,male,4x,united-states,>50k,0
41,self-emp-inc,doctorate,x6,married-civ-spouse,prof-specialty,husband,white,male,70,united-states,>50k,0
53,local-gov,hs-grad,9,married-civ-spouse,exec-managerial,husband,amer-indian-eskimo,male,x8,united-states,<=50k,0
18,private,some-college,10,never-married,handlers-cleaners,own-child,white,male,30,nan,<=50k,0
37,prixate,masters,14,married-civ-spouse,exec-managerial,wife,white,female,40,united-states,<=50k,0
33,private,some-college,10,divorced,exec-managerial,unmarried,whitx,female,40,united-states,<=50k,0
31,private,prof-school,15,married-civ-spouse,prof-specialty,husbxnd,white,male,60,united-states,>50k,0
45,private,9th,x,married-civ-spouse,adm-clerical,husband,black,male,40,united-states,>50k,0
40,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husbxnd,white,male,50,united-states,<=50k,0
45,self-emp-inc,prof-school,15,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,40,emptx,>50k,0
20,private,hs-grad,9,never-married,adm-clerical,own-child,white,male,20,unxted-states,<=50k,0
62,emptx,9th,5,never-married,empty,unmarried,white,female,40,dominican-republic,<=50k,0
47,self-emp-not-inc,nan,13,married-civ-spouse,farming-fishing,husband,white,male,60,united-states,<=50k,0
61,private,masters,14,married-civ-spouse,prof-specialty,husband,white,male,40,empty,x50k,0
65,self-emp-inc,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,x0,united-states,>50k,0
26,private,hs-grad,9,married-civ-spouse,craft-repair,nan,white,male,72,mexico,<=50k,0
40,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,50,united-stxtes,>50k,0
31,private,some-college,10,never-married,adm-clerical,not-in-fxmily,white,male,40,germany,<=50k,0
17,private,10th,6,never-married,sales,own-child,white,female,10,united-states,<=x0k,0
44,private,some-cxllege,10,divorced,adm-clerical,own-child,white,male,40,united-states,>50k,0
38,private,assoc-acdm,12,married-civ-spouse,exec-managerxal,wife,white,female,40,united-states,>50k,0
37,private,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,4x,united-states,<=50k,0
49,local-gov,some-college,10,divorced,adm-clerical,not-in-family,white,female,44,united-sxates,<=50k,0
32,empty,hs-grad,9,married-civ-spouse,empty,husband,white,male,40,empty,<=5xk,0
45,private,assoc-voc,x1,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=50k,0
36,self-emp-not-inc,bachelors,13,never-married,craft-repair,own-child,white,male,40,united-states,<=x0k,0
2x,federal-gov,bachelors,13,never-married,prof-specialty,not-in-family,white,male,40,united-states,<=50k,0
x5,private,hs-grad,9,separated,handlers-cleaners,unmarried,white,male,40,united-states,<=50k,0
20,private,12th,8,never-married,sales,not-in-family,white,fxmale,55,united-states,<=50k,0
44,private,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,56,united-states,>50x,0
37,private,hs-gxad,9,married-civ-spouse,craft-repair,husband,white,male,50,united-states,<=50k,0
27,self-emp-not-inc,nan,9,married-civ-spouse,sales,husband,white,male,65,united-states,>50k,0
34,private,bachelors,13,married-civ-spouse,exec-managerial,husband,whixe,male,40,united-states,<=50k,0
1x,state-gov,some-college,10,never-married,prof-specialty,own-child,white,male,40,united-states,<=50k,0
58,self-emp-inc,bachelors,13,married-civ-spouse,exec-managerial,nan,white,male,30,united-states,>50k,0
26,private,some-college,10,nan,machine-op-inspct,own-child,white,male,40,united-states,<=50k,0
x9,private,hs-grad,9,divorced,exec-managerial,not-in-family,white,female,40,united-states,<=50k,0
31,private,hs-grad,9,divorced,exec-managerial,unmarried,black,female,40,united-states,x=50k,0
23,private,hs-grad,9,never-married,transport-moving,own-child,xhite,male,40,united-states,<=50k,0
62,self-emp-not-inc,hs-grad,x,married-civ-spouse,sales,husband,white,male,90,united-states,>50k,0
43,private,11th,7,married-civ-spouse,craft-repair,husband,white,male,40,united-states,<=x0k,0
20,private,some-college,10,never-married,adm-clerical,own-child,white,female,25,united-states,<=5xk,0
50,private,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,50,united-states,<=5xk,0
39,local-gov,hs-grad,9,separated,protective-serv,not-in-family,whitx,male,40,united-states,<=50k,0
50,private,nan,9,married-civ-spouse,transport-moving,husband,white,male,50,united-states,>50k,0
18,pxivate,10th,6,never-married,other-service,own-child,white,female,15,united-states,<=50k,0
24,private,some-college,10,never-married,machine-op-inspxt,not-in-family,white,male,40,united-states,<=50k,0
24,private,hs-grad,9,never-married,craft-repair,own-child,black,male,x0,united-states,<=50k,0
41,self-emp-not-inc,hs-grad,9,married-civ-spouse,exec-managerial,nan,white,male,50,united-states,<=50k,0
28,prixate,hs-grad,9,never-married,other-service,other-relative,other,male,48,mexico,<=50k,0
4x,private,7th-8th,4,married-civ-spouse,craft-repair,husband,black,male,60,united-states,>50k,0
nan,local-gov,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,40,empty,<=50k,0
26,private,bachelors,13,married-civ-spouse,transport-moving,nan,white,male,40,united-states,>50k,0
17,local-gov,10th,6,never-married,protective-serv,own-child,whxte,female,40,united-states,<=50k,0
26,private,nan,4,never-married,craft-repair,not-in-family,white,male,40,mexico,<=50k,0
18,private,12th,x,never-married,other-service,own-child,white,male,15,united-states,<=50k,0
31,empty,hs-grad,9,widowed,empty,unmarried,white,female,x6,united-states,<=50k,0
22,empty,some-college,10,never-married,empty,nan,white,male,72,united-states,<=50k,0
28,private,hs-grad,x,never-married,exec-managerial,not-in-family,asian-pac-islander,female,40,england,<=50k,0
36,state-gov,nan,9,married-civ-spouse,protective-serv,husband,white,male,40,united-states,>50k,0
36,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,45,united-states,<=x0k,0
27,private,hs-grad,9,nan,adm-clerical,not-in-family,white,male,50,united-states,<=50k,0
43,private,some-college,10,married-civ-spouse,transport-moving,husband,white,male,nan,united-states,<=50k,0
41,private,assoc-voc,11,married-civ-spouse,sales,husband,white,male,4x,united-states,>50k,0
32,private,nan,13,divorced,exec-managerial,not-in-family,white,female,40,united-states,<=50k,0
64,self-emp-not-inc,masters,14,divorced,prof-specialty,not-in-family,wxite,male,50,united-states,<=50k,0
43,private,hs-grad,9,married-civ-spouse,machine-op-inspct,husbaxd,white,male,40,united-states,<=50k,0
48,private,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,40,united-xtates,>50k,0
59,private,hs-grad,x,divorced,other-service,not-in-family,white,female,38,united-states,<=50k,0
24,private,bachelors,13,never-married,sales,own-child,white,female,40,unixed-states,<=50k,0
51,private,hs-grad,nan,divorced,other-service,other-relative,black,female,30,united-states,<=50k,0
44,private,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,35,united-xtates,>50k,0
33,private,7th-8th,x,married-civ-spouse,machine-op-inspct,husband,white,male,40,united-states,<=50k,0
46,local-gov,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,48,united-states,>x0k,0
33,private,some-college,10,widowed,adm-clerical,unmarried,white,female,40,nan,<=50k,0
26,private,hs-grad,9,never-married,machine-op-inspct,not-in-family,black,xale,40,united-states,<=50k,0
24,private,hs-grad,9,never-married,exec-managerial,not-in-family,white,male,x8,united-states,<=50k,0
42,self-emp-not-inc,hs-grad,9,married-civ-spouse,craft-repair,hxsband,black,male,25,jamaica,<=50k,0
46,private,some-college,10,separated,sales,not-in-family,white,male,4x,united-states,<=50k,0
33,private,bachelors,x3,married-civ-spouse,prof-specialty,husband,white,male,40,united-states,>50k,0
23,private,7th-8th,4,married-civ-spouse,transport-moving,husband,white,male,32,united-states,<x50k,0
47,private,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,50,united-states,>50x,0
nan,self-emp-not-inc,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,50,united-states,>50k,0
32,private,hs-grad,9,married-civ-spouse,craft-repair,husband,white,maxe,48,united-states,<=50k,0
20,private,some-college,10,never-married,sales,nan,white,female,56,united-states,<=50k,0
39,private,some-xollege,10,divorced,exec-managerial,unmarried,white,female,40,united-states,<=50k,0
29,local-gov,hs-grad,9,married-civ-spouse,transport-moving,husband,black,male,4x,united-states,<=50k,0
65,self-emp-inc,11th,7,married-civ-spouse,exec-managerial,husband,white,malx,35,united-states,>50k,0
32,privatx,some-college,10,never-married,adm-clerical,not-in-family,white,female,40,united-states,<=50k,0
25,private,hs-grad,9,never-married,sales,own-child,amer-indian-eskimo,male,40,nan,<=50k,0
36,local-gov,bachelors,13,married-civ-spouse,adm-clerical,husband,white,maxe,40,united-states,<=50k,0
52,private,hs-grad,9,married-civ-spouse,sales,husband,whxte,male,36,united-states,<=50k,0
55,empty,masters,1x,married-civ-spouse,empty,husband,white,male,50,united-states,>50k,0
18,private,11th,7,never-married,nan,other-relative,white,male,3,united-states,<=50k,0
39,nan,hs-grad,9,married-civ-spouse,other-service,husband,white,male,60,united-states,>50k,0
29,private,bachelors,13,nan,prof-specialty,husband,white,male,40,united-states,>50k,0
x3,private,hs-grad,9,divorced,protective-serv,not-in-family,white,male,70,united-states,<=50k,0
43,federal-gov,some-college,10,married-civ-spouse,nan,wife,white,female,40,united-states,<=50k,0
33,private,hs-grad,9,never-married,adm-clerical,not-in-family,black,mxle,40,united-states,<=50k,0
29,private,bachelors,13,nan,adm-clerical,own-child,white,female,40,united-states,<=50k,0
52,private,some-college,10,married-civ-spouse,exec-managerial,husband,white,malx,55,canada,>50k,0
42,self-emp-not-inc,bachelors,13,married-civ-spouse,sales,husband,white,maxe,60,united-states,<=50k,0
25,private,12th,8,married-civ-spouse,farming-fishing,husband,other,male,60,mexico,<=5xk,0
nan,private,some-college,10,married-civ-spouse,craft-repair,husband,white,male,45,united-states,<=50k,0
40,private,some-college,10,divorced,other-service,not-in-family,white,xemale,40,united-states,<=50k,0
81,private,some-college,10,divorced,adm-clerical,not-in-family,white,female,x0,united-states,<=50k,0
33,private,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,wxite,male,40,united-states,<=50k,0
57,private,masters,14,married-civ-spouse,prof-specialty,nan,white,male,60,united-states,>50k,0
25,privaxe,hs-grad,9,never-married,machine-op-inspct,own-child,white,male,40,united-states,<=50k,0
28,private,xachelors,13,married-civ-spouse,prof-specialty,husband,white,male,40,united-states,>50k,0
34,private,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,nan,united-states,>50k,0
nan,empty,10th,6,never-married,empty,own-child,white,female,20,united-states,<=50k,0
19,private,some-college,10,neverxmarried,adm-clerical,other-relative,white,male,30,nicaragua,<=50k,0
23,xrivate,bachelors,13,married-civ-spouse,sales,husband,white,male,40,united-states,<=50k,0
20,local-gov,some-college,10,never-married,protective-serv,own-child,white,maxe,25,united-states,<=50k,0
59,federal-gov,masters,14,never-married,exec-managerial,not-in-family,white,xale,40,united-states,<=50k,0
63,self-emp-inc,some-college,10,married-civ-spouse,exec-managerial,husband,nan,male,45,united-states,>50k,0
23,private,some-college,10,never-mxrried,sales,own-child,asian-pac-islander,male,25,united-states,<=50k,0
21,private,hs-grad,9,never-married,other-service,not-in-family,white,female,30,united-states,x=50k,0
36,private,some-college,10,married-civ-spouse,exec-maxagerial,husband,white,male,60,united-states,<=50k,0
43,state-gov,hs-grxd,9,married-spouse-absent,exec-managerial,unmarried,white,female,40,united-states,<=50k,0
45,private,hs-grad,9,nan,craft-repair,husband,white,male,40,united-states,<=50k,0
48,empty,some-college,10,married-civ-spouse,empty,wife,white,female,2x,united-states,<=50k,0
40,private,bachelors,13,married-civ-spouse,adm-clerical,husband,whitx,male,50,united-states,>50k,0
30,private,hs-grad,x,divorced,craft-repair,not-in-family,white,female,40,united-states,<=50k,0
47,private,10th,6,divorced,sales,unmarried,white,femalx,30,united-states,<=50k,0
49,empty,some-college,10,never-married,empty,not-in-family,white,xale,35,united-states,<=50k,0
29,private,assoc-voc,11,married-civ-spouse,other-service,husband,whxte,male,40,empty,<=50k,0
26,private,hs-grad,9,never-married,adm-clerical,own-child,white,female,40,unitex-states,<=50k,0
39,private,some-college,10,divorced,other-service,unmarried,white,female,60,united-states,<=50x,0
46,self-emp-inc,nan,5,married-civ-spouse,adm-clerical,wife,white,female,50,united-states,<=50k,0
32,private,some-college,10,separated,tech-support,not-in-family,amer-indian-eskimo,male,40,unitedxstates,<=50k,0
34,local-gov,some-collexe,10,married-civ-spouse,other-service,wife,white,female,40,united-states,<=50k,0
35,private,hs-grad,9,married-civ-spouse,nan,husband,white,male,45,united-states,<=50k,0
19,private,hs-grad,x,never-married,craft-repair,other-relative,white,male,35,united-states,<=50k,0
47,private,assoc-voc,11,married-civ-spouse,other-service,husband,white,male,x0,united-states,<=50k,0
19,state-gov,some-college,x0,never-married,other-service,not-in-family,black,male,12,united-states,<=50k,0
26,prixate,hs-grad,9,married-af-spouse,sales,husband,white,male,55,united-states,<=50k,0
48,private,bachelors,13,married-civ-spouse,handlers-cleaners,husband,white,mxle,40,united-states,<=50k,0
