age,workclass,fnlwgt,education,educationnum,maritalstatus,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,nativecountry,income,label
35,private,67728,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,2051,45,united-states,<=50k,1
26,private,115717,some-college,10,married-civ-spouse,adm-clerical,husband,white,male,0,2051,40,united-states,<=50k,1
54,private,172281,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,2051,50,united-states,<=50k,1
52,local-gov,305053,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,2051,40,united-states,<=50k,1
50,self-emp-not-inc,105010,hs-grad,9,married-civ-spouse,farming-fishing,husband,white,male,0,2051,20,united-states,<=50k,1
31,private,291052,some-college,10,married-civ-spouse,adm-clerical,husband,white,male,0,2051,40,united-states,<=50k,1
38,federal-gov,248919,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,2051,40,united-states,<=50k,1
30,private,84119,some-college,10,married-civ-spouse,craft-repair,husband,white,male,0,2051,40,united-states,<=50k,1
34,local-gov,105540,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,2051,40,united-states,<=50k,1
31,private,161765,some-college,10,married-civ-spouse,sales,husband,white,male,0,2051,57,united-states,<=50k,1
52,private,195635,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,2051,38,united-states,<=50k,1
54,private,816750,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,2051,40,united-states,<=50k,1
38,private,160192,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,2051,44,united-states,<=50k,1
39,private,136081,hs-grad,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,2051,40,united-states,<=50k,1
29,private,244473,assoc-voc,11,married-civ-spouse,tech-support,husband,white,male,0,2051,40,united-states,<=50k,1
45,private,187033,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,2051,40,united-states,<=50k,1
34,private,265807,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,2051,55,united-states,<=50k,1
38,private,154410,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,2051,40,poland,<=50k,1
39,private,314007,10th,6,married-civ-spouse,craft-repair,husband,white,male,0,2051,40,united-states,<=50k,1
61,private,179743,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,2051,20,united-states,<=50k,1
43,private,117037,11th,7,married-civ-spouse,transport-moving,husband,white,male,0,2042,40,united-states,<=50k,1
35,private,40135,some-college,10,married-civ-spouse,handlers-cleaners,husband,white,male,0,2042,40,united-states,<=50k,1
46,private,315423,some-college,10,married-civ-spouse,sales,husband,white,male,0,2042,50,united-states,<=50k,1
38,private,35429,hs-grad,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,2042,40,united-states,<=50k,1
42,self-emp-not-inc,120837,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,2042,48,united-states,<=50k,1
34,private,90614,assoc-acdm,12,married-civ-spouse,tech-support,husband,white,male,0,2042,10,united-states,<=50k,1
29,private,202878,7th-8th,4,married-civ-spouse,farming-fishing,husband,white,male,0,2042,40,united-states,<=50k,1
32,private,260954,11th,7,married-civ-spouse,craft-repair,husband,white,male,0,2042,30,united-states,<=50k,1
60,private,127084,hs-grad,9,married-civ-spouse,protective-serv,husband,white,male,0,2042,34,united-states,<=50k,1
49,local-gov,107231,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,2002,40,united-states,<=50k,1
53,local-gov,135102,hs-grad,9,married-civ-spouse,other-service,husband,white,male,0,2002,45,united-states,<=50k,1
56,private,201822,7th-8th,4,married-civ-spouse,handlers-cleaners,husband,white,male,0,2002,40,united-states,<=50k,1
48,private,413363,11th,7,married-civ-spouse,transport-moving,husband,white,male,0,2002,40,united-states,<=50k,1
32,federal-gov,148138,bachelors,13,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,0,2002,40,iran,<=50k,1
42,self-emp-not-inc,170721,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,2002,40,united-states,<=50k,1
32,private,102858,assoc-acdm,12,married-civ-spouse,prof-specialty,husband,white,male,0,2002,42,united-states,<=50k,1
28,local-gov,175262,assoc-acdm,12,married-civ-spouse,protective-serv,husband,white,male,0,2002,40,england,<=50k,1
26,private,36936,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,0,2002,40,united-states,<=50k,1
59,private,169982,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,2002,50,united-states,<=50k,1
47,self-emp-not-inc,208407,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,2002,30,united-states,<=50k,1
26,empty,131777,bachelors,13,married-civ-spouse,empty,husband,white,male,0,2002,40,united-states,<=50k,1
41,private,41090,hs-grad,9,married-civ-spouse,craft-repair,husband,white,male,0,2002,60,united-states,<=50k,1
36,private,183739,hs-grad,9,married-civ-spouse,craft-repair,own-child,white,female,0,2002,40,united-states,<=50k,1
45,private,357540,bachelors,13,married-civ-spouse,sales,husband,white,male,0,2002,55,united-states,<=50k,1
30,private,48520,assoc-acdm,12,married-civ-spouse,prof-specialty,husband,white,male,0,2002,40,united-states,<=50k,1
36,private,107916,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,2002,40,united-states,<=50k,1
34,self-emp-inc,198613,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,2002,40,united-states,<=50k,1
53,private,283743,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,2002,40,united-states,<=50k,1
51,private,210940,hs-grad,9,married-civ-spouse,sales,husband,white,male,0,2002,45,united-states,<=50k,1
47,self-emp-not-inc,355978,doctorate,16,married-civ-spouse,transport-moving,husband,white,male,0,2002,45,united-states,<=50k,1
19,empty,241616,hs-grad,9,never-married,empty,unmarried,white,male,0,2001,40,united-states,<=50k,1
30,private,57651,hs-grad,9,never-married,adm-clerical,unmarried,white,male,0,2001,42,united-states,<=50k,1
20,private,315877,hs-grad,9,never-married,other-service,unmarried,white,male,0,2001,40,united-states,<=50k,1
42,federal-gov,74680,masters,14,divorced,adm-clerical,not-in-family,white,male,0,2001,60,united-states,<=50k,1
31,private,454508,11th,7,never-married,craft-repair,not-in-family,white,male,0,2001,40,united-states,<=50k,1
33,private,202046,bachelors,13,never-married,handlers-cleaners,not-in-family,white,male,0,2001,40,united-states,<=50k,1
25,private,121102,assoc-acdm,12,never-married,tech-support,not-in-family,white,female,0,2001,30,united-states,<=50k,1
20,private,146879,hs-grad,9,never-married,other-service,not-in-family,white,male,0,2001,40,united-states,<=50k,1
23,private,213955,hs-grad,9,never-married,adm-clerical,own-child,black,male,0,2001,40,united-states,<=50k,1
55,empty,123382,hs-grad,9,separated,empty,not-in-family,black,female,0,2001,40,united-states,<=50k,1
41,self-emp-not-inc,277783,some-college,10,divorced,craft-repair,not-in-family,white,male,0,2001,50,united-states,<=50k,1
54,self-emp-not-inc,199741,hs-grad,9,widowed,craft-repair,not-in-family,white,male,0,2001,35,united-states,<=50k,1
25,private,378322,hs-grad,9,never-married,craft-repair,not-in-family,white,male,0,2001,50,united-states,<=50k,1
19,private,264390,some-college,10,never-married,adm-clerical,own-child,white,female,0,2001,40,united-states,<=50k,1
24,private,210029,hs-grad,9,never-married,adm-clerical,not-in-family,white,female,0,2001,37,united-states,<=50k,1
56,federal-gov,61885,bachelors,13,never-married,transport-moving,not-in-family,black,male,0,2001,65,united-states,<=50k,1
21,local-gov,102942,some-college,10,never-married,other-service,not-in-family,white,female,0,2001,40,united-states,<=50k,1
34,private,209297,hs-grad,9,never-married,machine-op-inspct,not-in-family,black,male,0,2001,40,united-states,<=50k,1
19,private,198459,hs-grad,9,never-married,adm-clerical,own-child,white,male,0,2001,40,united-states,<=50k,1
21,empty,40052,some-college,10,never-married,empty,not-in-family,white,male,0,2001,45,united-states,<=50k,1
48,private,93476,hs-grad,9,separated,adm-clerical,not-in-family,white,female,0,2001,40,united-states,<=50k,1
34,private,174789,bachelors,13,never-married,other-service,not-in-family,white,male,0,2001,40,united-states,<=50k,1
31,private,189759,hs-grad,9,never-married,farming-fishing,not-in-family,white,male,0,2001,40,united-states,<=50k,1
36,private,297847,hs-grad,9,never-married,other-service,not-in-family,black,female,0,2001,40,united-states,<=50k,1
27,private,124953,hs-grad,9,never-married,other-service,not-in-family,white,male,0,1980,40,united-states,<=50k,1
27,private,116358,some-college,10,never-married,craft-repair,own-child,asian-pac-islander,male,0,1980,40,philippines,<=50k,1
35,private,187119,bachelors,13,divorced,sales,not-in-family,white,female,0,1980,65,united-states,<=50k,1
31,self-emp-not-inc,161745,bachelors,13,married-spouse-absent,exec-managerial,not-in-family,white,male,0,1980,60,united-states,<=50k,1
27,federal-gov,469705,hs-grad,9,never-married,craft-repair,not-in-family,black,male,0,1980,40,united-states,<=50k,1
28,local-gov,304960,assoc-acdm,12,never-married,adm-clerical,not-in-family,white,female,0,1980,40,united-states,<=50k,1
42,private,175935,hs-grad,9,divorced,transport-moving,not-in-family,white,male,0,1980,46,united-states,<=50k,1
44,private,355728,some-college,10,separated,exec-managerial,not-in-family,white,male,0,1980,45,england,<=50k,1
41,private,53956,bachelors,13,divorced,sales,not-in-family,white,male,0,1980,56,united-states,<=50k,1
28,private,184723,bachelors,13,never-married,tech-support,not-in-family,white,female,0,1980,35,united-states,<=50k,1
41,federal-gov,185616,hs-grad,9,never-married,adm-clerical,not-in-family,white,female,0,1980,40,united-states,<=50k,1
35,private,54595,10th,6,widowed,other-service,not-in-family,black,female,0,1980,40,united-states,<=50k,1
58,private,126104,masters,14,divorced,adm-clerical,not-in-family,white,female,0,1980,45,united-states,<=50k,1
40,private,139193,hs-grad,9,divorced,machine-op-inspct,not-in-family,white,male,0,1980,48,united-states,<=50k,1
31,private,184306,assoc-voc,11,never-married,transport-moving,own-child,white,male,0,1980,60,united-states,<=50k,1
30,private,207301,hs-grad,9,never-married,sales,not-in-family,white,female,0,1980,40,united-states,<=50k,1
32,private,199529,some-college,10,separated,tech-support,not-in-family,amer-indian-eskimo,male,0,1980,40,united-states,<=50k,1
25,private,111058,some-college,10,never-married,adm-clerical,not-in-family,white,male,0,1980,40,united-states,<=50k,1
34,private,198103,hs-grad,9,never-married,transport-moving,own-child,white,male,0,1980,40,united-states,<=50k,1
56,private,34626,some-college,10,divorced,exec-managerial,not-in-family,white,female,0,1980,40,united-states,<=50k,1
45,private,100651,hs-grad,9,divorced,other-service,not-in-family,white,male,0,1980,40,united-states,<=50k,1
50,private,104501,hs-grad,9,never-married,adm-clerical,not-in-family,white,male,0,1980,40,united-states,<=50k,1
27,private,132805,10th,6,never-married,sales,other-relative,white,male,0,1980,40,united-states,<=50k,1
51,private,96062,some-college,10,married-civ-spouse,sales,husband,white,male,0,1977,40,united-states,>50k,1
40,private,207578,assoc-acdm,12,married-civ-spouse,tech-support,husband,white,male,0,1977,60,united-states,>50k,1
41,private,445382,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,1977,65,united-states,>50k,1
49,private,192776,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,1977,45,united-states,>50k,1
37,private,22463,assoc-voc,11,married-civ-spouse,craft-repair,husband,white,male,0,1977,40,united-states,>50k,1
36,self-emp-inc,108293,bachelors,13,married-civ-spouse,exec-managerial,wife,white,female,0,1977,45,united-states,>50k,1
35,private,199352,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,1977,80,united-states,>50k,1
29,self-emp-inc,260729,hs-grad,9,married-civ-spouse,sales,wife,white,female,0,1977,25,united-states,>50k,1
50,private,133963,bachelors,13,married-civ-spouse,prof-specialty,wife,white,female,0,1977,40,united-states,>50k,1
46,private,129007,bachelors,13,married-civ-spouse,sales,husband,white,male,0,1977,40,united-states,>50k,1
44,self-emp-not-inc,179557,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,1977,45,united-states,>50k,1
42,local-gov,111252,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,1977,40,united-states,>50k,1
38,federal-gov,338320,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,1977,50,united-states,>50k,1
45,private,192835,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,1977,55,united-states,>50k,1
43,local-gov,147328,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,1977,60,united-states,>50k,1
47,self-emp-inc,139268,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,1977,60,united-states,>50k,1
58,self-emp-inc,349910,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,1977,50,united-states,>50k,1
48,private,331482,prof-school,15,married-civ-spouse,tech-support,husband,white,male,0,1977,40,united-states,>50k,1
42,local-gov,245307,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,1977,48,united-states,>50k,1
55,private,153484,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,1977,50,united-states,>50k,1
51,private,252903,10th,6,married-civ-spouse,sales,husband,white,male,0,1977,40,united-states,>50k,1
32,private,295589,masters,14,married-civ-spouse,exec-managerial,husband,black,male,0,1977,40,united-states,>50k,1
45,local-gov,160472,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,1977,50,united-states,>50k,1
56,private,192869,masters,14,married-civ-spouse,craft-repair,husband,white,male,0,1977,44,united-states,>50k,1
38,private,234901,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,1977,60,united-states,>50k,1
45,private,33300,assoc-voc,11,married-civ-spouse,sales,husband,white,male,0,1977,50,united-states,>50k,1
49,private,101825,masters,14,married-civ-spouse,prof-specialty,wife,white,female,0,1977,40,united-states,>50k,1
36,private,183612,hs-grad,9,married-civ-spouse,prof-specialty,husband,white,male,0,1977,40,united-states,>50k,1
49,private,185041,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,1977,40,united-states,>50k,1
30,private,315640,doctorate,16,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,0,1977,40,china,>50k,1
42,self-emp-inc,123838,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,1977,50,united-states,>50k,1
55,private,31905,masters,14,married-civ-spouse,exec-managerial,husband,white,male,0,1977,40,united-states,>50k,1
34,private,181091,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,1977,45,united-states,>50k,1
54,private,88278,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,0,1977,50,united-states,>50k,1
42,self-emp-not-inc,323790,bachelors,13,married-civ-spouse,exec-managerial,husband,white,male,0,1977,70,united-states,>50k,1
25,local-gov,90730,bachelors,13,married-civ-spouse,prof-specialty,husband,white,male,0,1977,40,united-states,>50k,1
55,self-emp-inc,138594,hs-grad,9,married-civ-spouse,exec-managerial,husband,white,male,0,1977,45,united-states,>50k,1
58,state-gov,194068,masters,14,married-civ-spouse,prof-specialty,husband,white,male,0,1977,50,united-states,>50k,1
62,private,218009,hs-grad,9,married-civ-spouse,transport-moving,husband,white,male,0,1977,60,united-states,>50k,1
43,self-emp-inc,221172,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,1977,40,united-states,>50k,1
57,local-gov,174132,masters,14,married-civ-spouse,prof-specialty,wife,black,female,0,1977,40,united-states,>50k,1
42,self-emp-inc,277256,doctorate,16,married-civ-spouse,prof-specialty,husband,white,male,0,1977,60,united-states,>50k,1
63,self-emp-not-inc,35021,bachelors,13,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,0,1977,32,china,>50k,1
47,self-emp-not-inc,213668,prof-school,15,married-civ-spouse,prof-specialty,husband,white,male,0,1977,50,united-states,>50k,1
